epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,20846.5,0.29005,0.37512,0.22235,0.8398,0.99066,0.78093,0.79413,0.7806,0.99045,0.78081,0.79474,0.73685,0.19773,0.32058,0.13816,0.76685,0.00010596,0.00010596,0.00010596
51,21258.4,0.28599,0.36432,0.21655,0.83728,0.98474,0.78196,0.79417,0.78076,0.99074,0.78083,0.79487,0.73682,0.19751,0.31984,0.13779,0.76684,0.000102,0.000102,0.000102
52,21671.6,0.28759,0.37002,0.21916,0.83914,0.9905,0.78106,0.79409,0.7807,0.99164,0.78083,0.79484,0.73687,0.19716,0.31889,0.13729,0.76669,9.804e-05,9.804e-05,9.804e-05
53,22083.7,0.28415,0.36134,0.216,0.83852,0.99107,0.78111,0.7941,0.78075,0.9911,0.78088,0.79487,0.73682,0.19677,0.31855,0.13705,0.7666,9.408e-05,9.408e-05,9.408e-05
54,22496.7,0.2847,0.37009,0.21695,0.83833,0.99132,0.78111,0.79416,0.78099,0.99098,0.78093,0.79471,0.73679,0.19659,0.31815,0.13667,0.76648,9.012e-05,9.012e-05,9.012e-05
55,22911.3,0.28438,0.3666,0.21404,0.83845,0.98553,0.78214,0.7942,0.78084,0.99103,0.78095,0.79485,0.73682,0.19633,0.31752,0.13628,0.76641,8.616e-05,8.616e-05,8.616e-05
56,23323.7,0.2821,0.36033,0.21114,0.83767,0.98548,0.78226,0.79422,0.7809,0.99132,0.78078,0.79473,0.73647,0.1962,0.31758,0.1363,0.76629,8.22e-05,8.22e-05,8.22e-05
57,23734.5,0.28051,0.35928,0.21096,0.8381,0.98543,0.78226,0.79422,0.78104,0.99153,0.78076,0.79468,0.73676,0.19592,0.31724,0.1359,0.76619,7.824e-05,7.824e-05,7.824e-05
58,24149.4,0.28189,0.36169,0.21069,0.83784,0.98593,0.78224,0.79426,0.78118,0.9915,0.78078,0.79474,0.73675,0.19547,0.31669,0.13554,0.76605,7.428e-05,7.428e-05,7.428e-05
59,24562.4,0.27627,0.35695,0.20731,0.83612,0.98599,0.78232,0.79433,0.78125,0.99176,0.78076,0.79469,0.73673,0.19515,0.31641,0.1353,0.76592,7.032e-05,7.032e-05,7.032e-05
60,24974.5,0.27647,0.35386,0.20544,0.83652,0.98751,0.78217,0.79434,0.7812,0.98684,0.78177,0.79471,0.7369,0.19491,0.31581,0.13484,0.76584,6.636e-05,6.636e-05,6.636e-05
61,25388.1,0.27609,0.35113,0.20393,0.83601,0.98751,0.78232,0.79439,0.78129,0.98684,0.78192,0.79472,0.73698,0.19479,0.3155,0.1346,0.76576,6.24e-05,6.24e-05,6.24e-05
62,25800.5,0.27248,0.35073,0.20215,0.83353,0.98777,0.78231,0.79452,0.78169,0.9871,0.78191,0.7948,0.73695,0.19453,0.31489,0.13417,0.76568,5.844e-05,5.844e-05,5.844e-05
63,26212.4,0.27234,0.34859,0.20242,0.83425,0.9879,0.78219,0.79451,0.78166,0.98723,0.78179,0.79472,0.73676,0.19425,0.31446,0.13417,0.76556,5.448e-05,5.448e-05,5.448e-05
64,26622.8,0.27394,0.35505,0.20137,0.83474,0.98805,0.78217,0.79453,0.78173,0.98737,0.78178,0.79476,0.73667,0.19396,0.31436,0.13386,0.76546,5.052e-05,5.052e-05,5.052e-05
65,27035.3,0.2694,0.345,0.19725,0.83414,0.98794,0.78214,0.79452,0.78194,0.98727,0.78174,0.7948,0.73683,0.19359,0.314,0.13357,0.76532,4.656e-05,4.656e-05,4.656e-05
66,27480.9,0.22674,0.34574,0.1605,0.79175,0.98807,0.78214,0.79461,0.78183,0.99235,0.78082,0.79488,0.73694,0.19328,0.31358,0.13335,0.76518,4.26e-05,4.26e-05,4.26e-05
67,27891.5,0.22185,0.33803,0.15406,0.78989,0.98822,0.78204,0.79468,0.78193,0.99275,0.78092,0.79496,0.73724,0.193,0.31302,0.13311,0.76507,3.864e-05,3.864e-05,3.864e-05
68,28302.4,0.21875,0.33489,0.15226,0.7881,0.98825,0.78204,0.79481,0.78203,0.99267,0.78099,0.79506,0.73723,0.19271,0.31273,0.13266,0.76489,3.468e-05,3.468e-05,3.468e-05
69,28712.9,0.21671,0.33251,0.1502,0.78967,0.99013,0.78185,0.79494,0.78227,0.99215,0.78105,0.79514,0.73736,0.19246,0.31222,0.1325,0.76476,3.072e-05,3.072e-05,3.072e-05
70,29124.7,0.21374,0.33006,0.14765,0.78758,0.98954,0.78203,0.79496,0.78233,0.98653,0.78192,0.79519,0.7373,0.1921,0.31136,0.1322,0.76462,2.676e-05,2.676e-05,2.676e-05
71,29567.9,0.21307,0.32848,0.14551,0.78808,0.98965,0.78208,0.79511,0.78253,0.98883,0.78162,0.79531,0.73728,0.19175,0.31121,0.13159,0.76446,2.28e-05,2.28e-05,2.28e-05
72,29991.8,0.21113,0.33286,0.14509,0.78687,0.9893,0.7822,0.79513,0.78243,0.98849,0.78181,0.79529,0.73721,0.19147,0.31056,0.13132,0.76423,1.884e-05,1.884e-05,1.884e-05
73,30403.2,0.20994,0.32543,0.14247,0.78659,0.98924,0.7822,0.79524,0.78305,0.98774,0.78185,0.79545,0.73748,0.19118,0.31015,0.13107,0.76409,1.488e-05,1.488e-05,1.488e-05
74,30841,0.20853,0.32678,0.14173,0.78724,0.98916,0.7822,0.79533,0.78294,0.9937,0.78101,0.79552,0.73753,0.19097,0.30969,0.13066,0.76396,1.092e-05,1.092e-05,1.092e-05
75,31310.2,0.20729,0.32533,0.14006,0.78651,0.98938,0.78218,0.79542,0.78291,0.99296,0.78101,0.79534,0.73741,0.19063,0.30923,0.1304,0.76379,6.96e-06,6.96e-06,6.96e-06
